biodiversity action plan	generalization	program addressing
biodiversity action plan	generalization	documentation
Amrita School of Engineering	generalization	institution
Brandy de Jerez	generalization	brandy
Brandy de Jerez	generalization	ingredient
Agave	generalization	genus
Salisbury Prison	generalization	Salisbury National Cemetery
British Columbia	generalization	province
Incidental effect	generalization	concept
Furca	generalization	genus
Jeannette Sorrell	generalization	conductor
Shake Shack	generalization	restaurant chain
Shake Shack	generalization	asset
rellenas	generalization	dough
Pentecostal Church of God	generalization	Christian denomination
Pentecostal Church of God	generalization	member
Pentecostal Church of God	generalization	Messenger
Winchester Dam	generalization	dam
Daimabad	generalization	deserted village
Filesystem	generalization	file system
Filesystem	generalization	filesystem
McVitie	generalization	brand
supplementary protection certificate	generalization	right
Clun	generalization	small town
jughandle	generalization	type
Lolland municipality	generalization	municipality
Rajkot Urban Development Authority	generalization	government body
Pirozhki	generalization	word
Pirozhki	generalization	diminutive form
Magic sand	generalization	toy
Papa a la Huancaína	generalization	appetizer
Constitution	generalization	law
Tibetan cheese	generalization	food staple
Czernina	generalization	soup
Vigna mungo	generalization	bean
Vigna mungo	generalization	urad bean
Vigna mungo	generalization	lentil
Brazilian	generalization	person
metropolitan area	generalization	populated area
metropolitan area	generalization	administrative centre
Escape to Athena	generalization	war film
Bulla	generalization	term
Malaise trap	generalization	structure
Northern Mannerism	generalization	form
bothy bag	generalization	emergency shelter
frula	generalization	musical instrument
frula	generalization	aerophone
frula	generalization	traditional instrument
Belbaşı	generalization	cave
Belbaşı	generalization	term
)	generalization	sous-préfecture
Gorleben	generalization	municipality
Prosthetic makeup	generalization	process
Psusennes	generalization	version
Joe Magarac	generalization	folk hero
Xiuhcoatl	generalization	assault rifle
United States of Banana	generalization	book
United States of Banana	generalization	work
Knockeen Portal Tomb	generalization	megalith
Knockeen Portal Tomb	generalization	dolmen
Knockeen Portal Tomb	generalization	dolmen in Ireland
Knockeen Portal Tomb	generalization	examples
Folgefonna	generalization	term
Folgefonna	generalization	home
iron railing	generalization	fence
third rail	generalization	method
Guam National Guard	generalization	National Guard
Spin fishing	generalization	technique
International	generalization	film
mute swan	generalization	species
mute swan	generalization	introduced species
Midwest Questar XLS	generalization	ultralight aircraft
Attic Books	generalization	owner
Attic Books	generalization	member
Manzila Pola Uddin	generalization	politician
Katanga	generalization	Katanga Province
Republic of Sierra Leone Armed Forces	generalization	armed forces
Sakyamuni Pagoda of Fogong Temple	generalization	Chinese pagoda
Sakyamuni Pagoda of Fogong Temple	generalization	pagoda
ogygia	generalization	mm
Gothic architecture	generalization	style of architecture
Lords of Trade	generalization	committee
Hazara Mandapa	generalization	Mandapa
cheongsam	generalization	dress
Winterton	generalization	small town
Clubman	generalization	train
Dino Island	generalization	simulation game
Dino Island	generalization	simulator
Feast	generalization	oil painting
Feast	generalization	pictures
Feast	generalization	depiction
Mole	generalization	generic name
Narcoculture in Mexico	generalization	phenomenon
Narcoculture in Mexico	generalization	type
Association of Ideas	generalization	term
St. John the Baptist	generalization	historic church
Commission	generalization	national human rights institution
Northern Ireland Policing Board	generalization	police authority
Northern Ireland Policing Board	generalization	non-departmental public body
Northern Ireland Policing Board	generalization	body
B.V.	generalization	decision
Australian cricket team in England in 1948	generalization	legends
Bisontes	generalization	transport squadron
Conquest	generalization	term
Shire of Bruce Rock	generalization	local government area
Shrikhand	generalization	sweet dish
Shrikhand	generalization	desserts
Walker	generalization	actor
Stem cell laws	generalization	measure
documentary film	generalization	situation
law	generalization	principle
Phare de Sainte Marie	generalization	lighthouse
Seventy	generalization	office
Big Mama stela	generalization	group
Big Mama stela	generalization	group of six
Backlund	generalization	professional wrestler
Sonohra	generalization	duo
Sinfin	generalization	suburb
basketball uniform	generalization	type
Chanion	generalization	football club
subject	generalization	perceptron
Platzer Kiebitz	generalization	amateur-built aircraft
Chris Culliver	generalization	cornerback
TeST TST-14 Bonus	generalization	high-wing
San Ildefonso College	generalization	museum
Jahanbin	generalization	mountain
Sinclair C5	generalization	battery electric vehicle
Courthouse	generalization	building
Nepal	generalization	trade union
Juneau Monument	generalization	public artwork
MBE	generalization	designer
grating	generalization	collection
viscosity	generalization	measure
viscosity	generalization	property
San Francisco	generalization	cultural center
San Francisco	generalization	large city
San Francisco	generalization	city
San Francisco	generalization	hub
Accra Ghana Temple	generalization	temple
Accra Ghana Temple	generalization	second
nilgai	generalization	wild animals
Sake	generalization	alcoholic beverage
Los Premios 40 Principales	generalization	show
Los Premios 40 Principales	generalization	most important
Hydronics	generalization	chiller boiler system
High Court of Australia	generalization	supreme court
concrete barge	generalization	type
Jan McLean	generalization	doll maker
Mocho-Choshuenco	generalization	stratovolcano
Mocho-Choshuenco	generalization	glacial age
Jason Voorhees	generalization	fictional character
hurdle	generalization	section
hendecagrammic prism	generalization	star polyhedron
Nellore district	generalization	districts
Nellore district	generalization	headquarters
United States Botanic Garden	generalization	botanic garden
United States Botanic Garden	generalization	botanic garden
Winlock	generalization	city
opportunity cost	generalization	value
opportunity cost	generalization	concept
Portrait of Henry VIII	generalization	lost work
Portrait of Henry VIII	generalization	images
kneeboard	generalization	accessory
Oldenlandia umbellata	generalization	plant
Xynomizithra	generalization	whey cheese
Xynomizithra	generalization	protected designation of origin
Task Force 80	generalization	designation
lament	generalization	hymns
full moon cycle	generalization	cycle
wax tablet	generalization	tablet
Atla Tadde	generalization	festival
Atla Tadde	generalization	equivalent
Old Fort	generalization	locality
International Pyrotechnics Society	generalization	professional society
Hydrocarbon plants	generalization	hydrocarbon plant
Caulking	generalization	processes
Caulking	generalization	term
Cultural behavior	generalization	behavior
Permutation City	generalization	novel
car seat	generalization	seat
car seat	generalization	polyester
car seat	generalization	seat
suppressor	generalization	device
Gujin Tushu Jicheng	generalization	work
Wrangler	generalization	manufacturer
Exchange	generalization	film starring
Exchange	generalization	earliest
caisson	generalization	panel
Safrole	generalization	phenylpropene
Safrole	generalization	liquid
Safrole	generalization	principal component
real name	generalization	Sawyer
Raga Asa	generalization	raga
Teewurst	generalization	sausage
Roman Catholic Archdiocese of Besançon	generalization	territory
Roman Catholic Archdiocese of Besançon	generalization	sede vacante
Italian Society for Military History	generalization	scientific society
Italian Society for Military History	generalization	historical research
Eritrea	generalization	country
Tofu skin roll	generalization	dish
Inc.	generalization	association
rud	generalization	stringed musical instrument
Red Cloud Indian School	generalization	school
centreless wheel	generalization	wheel
Gloria	generalization	song
Passeio Público	generalization	park
Passeio Público	generalization	public park
French Pete Trail	generalization	hiking trail
ad	generalization	collection
Ambassadors of Death	generalization	serial
It	generalization	dessert
Paludeh	generalization	forms
Fort Thomas	generalization	census-designated place
Mukhbar	generalization	range
Mukhbar	generalization	version
Positron emission tomography	generalization	imaging technique
GENIVI Alliance	generalization	alliance
GENIVI Alliance	generalization	registration
Ximena Armas	generalization	painter
CETME	generalization	acronym
CETME	generalization	project
Yersiniabactin	generalization	siderophore
Yersiniabactin	generalization	structure
Norfolk Fighter Wing	generalization	Force unit
Ikkaku-ryū juttejutsu	generalization	school
MBE	generalization	fashion designer
MBE	generalization	chairman
MBE	generalization	son
wallet	generalization	case
Route 8	generalization	bus route
Route 8	generalization	successor
Angry Birds Trilogy	generalization	video game
Jan Hus Presbyterian Church	generalization	congregation
Hazaribagh	generalization	city
Hazaribagh	generalization	headquarters
Biogasoline	generalization	gasoline
College	generalization	secondary school
Tuber oregonense	generalization	species
speech recognition	generalization	translation
Home of Truth	generalization	ghost town
Snowville	generalization	census-designated place
medical identification tag	generalization	emblem
medical identification tag	generalization	tag
Acer saccharinum	generalization	species
Acer saccharinum	generalization	trees
Acer saccharinum	generalization	tree
146th Field Artillery Regiment	generalization	regiment
Mars Pathfinder	generalization	spacecraft
Article 301	generalization	article
Apache fiddle	generalization	bowed string instrument
Steineberg	generalization	Ortsgemeinde
Steineberg	generalization	village
dusky dolphin	generalization	dolphin
Tinware	generalization	item
Iravan	generalization	character
Iravan	generalization	god
Iravan	generalization	patron god
Curium	generalization	chemical element
)	generalization	location
)	generalization	tourist destination
Derbyshire County Council	generalization	local authority
Derbyshire County Council	generalization	Western
pencil extender	generalization	instrument
Dunkirk	generalization	war film
Dundee School of Architecture	generalization	department
zap	generalization	form
T-Bag	generalization	character
Weatherby Mark V	generalization	bolt action rifle
Weatherby Mark V	generalization	rifle
Setenling Gompa	generalization	monastery
Joule Unlimited	generalization	producer
Jr.	generalization	government official
corner reflector	generalization	retroreflector
dome	generalization	layered
Mahjong	generalization	game of skill
René Wenzel	generalization	coach
René Wenzel	generalization	coach
Vachellia karroo	generalization	shrub
Wagasi	generalization	type
Wagasi	generalization	speciality
Kim Bingham	generalization	singer-songwriter
hip flask	generalization	flask
Power Ratings	generalization	ranking
Frankenfido	generalization	episode
Unnao District	generalization	district of Uttar Pradesh
Unnao District	generalization	headquarters
Type 98 50 mm mortar	generalization	weapon
Antigonon leptopus	generalization	species
Antigonon leptopus	generalization	vine
Antigonon leptopus	generalization	climbing vine
Lennart Johanssons Pokal	generalization	trophy
Lennart Johanssons Pokal	generalization	club
Declawing of crabs	generalization	process
track	generalization	song
Acro dance	generalization	style
Acro dance	generalization	style
Bath	generalization	city
Dance	generalization	form
A1one	generalization	street name
A1one	generalization	pioneers
Photo-Secession	generalization	counterpart
STS-51-L Mission timeline	generalization	timeline
Joffre Lakes Provincial Park	generalization	provincial park
Lao cuisine	generalization	cuisine of Laos
Roanoke Island	generalization	island
eyeglass prescription	generalization	order
Arthur Beale	generalization	yacht-chandler
House of Chaumet	generalization	jeweller
House of Chaumet	generalization	jewellery
Vi-Spring	generalization	company
Gastonia	generalization	genus
Corn smut	generalization	plant disease
Dayahatyn	generalization	caravanserai
Dayahatyn	generalization	km
Dayahatyn	generalization	enclosure
solar thermal collector	generalization	device
solar thermal collector	generalization	energy
detention dam	generalization	dam
Johnston	generalization	composers
Johnston	generalization	composer
Kommando Spezialkräfte	generalization	military unit
Mini Scamp	generalization	kit car
Volvo Open 70	generalization	class
Volvo Open 70	generalization	yacht design
electron irradiation	generalization	process
electrical conduit	generalization	system
offer of proof	generalization	motion
offer of proof	generalization	kind
offer of proof	generalization	explanation
offer of proof	generalization	response
Tynwald	generalization	legislature
bun	generalization	bread roll
Coaxial cable	generalization	type
Medal of Honor	generalization	United States of America's
Retroviridae	generalization	family
Retroviridae	generalization	RNA virus
Guelph Civic Museum	generalization	museum
Stil de grain yellow	generalization	pigment
Ride and Tie	generalization	sport
Montalcino	generalization	hill town
Sleez	generalization	supervillain
Koblenz Hauptbahnhof	generalization	railway station
Koblenz Hauptbahnhof	generalization	focal point
Koblenz Hauptbahnhof	generalization	station
Hitch-Hiker	generalization	play written
Telok Blangah	generalization	district
Telok Blangah	generalization	cooking pot
Chicken lollipop	generalization	hors d'œuvre
Chicken lollipop	generalization	item
StormPay	generalization	registered owner
Virginia	generalization	novel
Jacob	generalization	politician
Rhetorical reason	generalization	faculty
Rhetorical reason	generalization	characteristic
Point Lookout Light	generalization	lighthouse
king vulture	generalization	bird
king vulture	generalization	member
king vulture	generalization	member
coin	generalization	coin
coin	generalization	bimetallic coin
Gramado	generalization	municipality
Gramado	generalization	towns
Hohe Acht	generalization	mountain
Hohe Acht	generalization	volcano
municipalities of Puducherry	generalization	km
Judy Company	generalization	firm
Proton Satria R3	generalization	version
Guaranito	generalization	cola
Fédération Internationale de Hockey sur Gazon	generalization	governing body
bubble pipe	generalization	toy
Doko	generalization	kind
Doko	generalization	basket
Venus Rosewater Dish	generalization	Trophy
Venus Rosewater Dish	generalization	platter
Phakic intraocular lens	generalization	intraocular lens
Phakic intraocular lens	generalization	kind
Chalma	generalization	community
Chalma	generalization	aspect
Danube Swabians	generalization	term
Piha Surf Life Saving Club	generalization	club
Piha Surf Life Saving Club	generalization	venue
Ohio University	generalization	research university
Ohio University	generalization	institution of
Ohio University	generalization	first university
Sodina	generalization	woodwind instrument
RS-422	generalization	standard
RS-422	generalization	title
Senna alexandrina	generalization	ornamental plant
Sammelbände	generalization	book
Baren	generalization	tool used
Baren	generalization	device
Kashket	generalization	cap
Nizami Street	generalization	street
super race	generalization	future race
super race	generalization	idea
Adelfia	generalization	town
Adelfia	generalization	combination
Internationalist Communist Organisation	generalization	Internationalist Communist Current
Prolegomena to Any Future Metaphysics	generalization	book
baler	generalization	piece
reciprocating engine	generalization	heat engine
Keith Cozart	generalization	rapper
Round 5 Corporation	generalization	company
Room	generalization	collection
Taleggio	generalization	washed rind
National Commission on Farmers	generalization	commission
Katsura Detached Palace	generalization	villa
Katsura Detached Palace	generalization	treasures
Mawlynnong	generalization	village
crumber	generalization	tool
Juan Manuel Urtubey	generalization	Argentine politician
calumet	generalization	smoking pipe
calumet	generalization	word
Beni-Mellal	generalization	city
Beni-Mellal	generalization	capital city
parotta	generalization	flat bread
Limited	generalization	company
Idol	generalization	series
Bermet	generalization	dessert wine
Christian name	generalization	personal name
Speech or Debate Clause	generalization	clause
Poly	generalization	polymer
Central Intelligence Agency	generalization	intelligence-gathering agencies
Meccano	generalization	system
Pseudognaphalium obtusifolium	generalization	member
Reed Boats	generalization	ark of bulrushes
Bustros family	generalization	family
Bustros family	generalization	aristocratic families
County	generalization	county
Hathras	generalization	city
Hathras	generalization	headquarters
Population transfer	generalization	movement
Population transfer	generalization	process
Mausoleum	generalization	complex
Mausoleum	generalization	shrine
Holstein	generalization	region
Holstein	generalization	Kiel
Crazy Blues	generalization	song
Ale	generalization	type of beer
Al-Jawali Mosque	generalization	mosque
Clock	generalization	song
Clock	generalization	standard
Red peas soup	generalization	soup
Bodewryd	generalization	church in
Bodewryd	generalization	Grade II listed building
SIKU	generalization	range
Alappuzha	generalization	town
Alappuzha	generalization	headquarters
Qapik	generalization	monetary unit
Attire of Mangalorean Catholics	generalization	piece of cloth
Burk Burnett Building	generalization	building
Keister Family Fiddlers	generalization	musical group
Merlo	generalization	partido
Merlo	generalization	city
Jordanian Communist Party	generalization	political party
Meeshay	generalization	dish
Meeshay	generalization	specialty
Meeshay	generalization	version
tire iron	generalization	tool used
Bosnian-Herzegovinian identity card	generalization	identity document
Château de Sigy-le-Châtel	generalization	ruined castle
Château de Sigy-le-Châtel	generalization	castles
Hacienda Buena Vista	generalization	plantation
portable cord	generalization	cable
Kevlar	generalization	trademark
Potter sequence	generalization	physical appearance
Potter sequence	generalization	decrease
Potter sequence	generalization	causative agent
BetUS.com	generalization	company
Hero	generalization	pinnace
Hero	generalization	beam
Malmö Konsthall	generalization	exhibition halls
Achstetten	generalization	municipality
Drive	generalization	ballad
culture	generalization	blend
calliope	generalization	timing
Schlossbach	generalization	left tributary
People for	generalization	organization
People for	generalization	group
official	generalization	person
Whitchurch	generalization	market town
Whitchurch	generalization	town
Hadassa Ben-Itto	generalization	author
Cat	generalization	Alien
Grand Teton Vodka	generalization	spirit
garrote	generalization	weapon
Achuar	generalization	autonomy and independence
RechargeIT	generalization	initiatives
Gridlinked	generalization	first novel
Academy of Fine Arts Vienna	generalization	art school
Little Grill Collective	generalization	restaurant
Little Grill Collective	generalization	member
navel	generalization	type
Smith	generalization	guitarist
Sindri	generalization	dwarf
Sindri	generalization	dwarf
staff	generalization	flail weapon
Banquet	generalization	drama film
Banquet	generalization	adaption
Banquet	generalization	end
National Assembly Building	generalization	palace
National Assembly Building	generalization	building
National Assembly Building	generalization	protected monument
Michael Demiurgos	generalization	fictional character
Pseudoplectania nigrella	generalization	species
Acar	generalization	type
Acar	generalization	version
Blanc du Bois	generalization	American hybrid grape
Players	generalization	heist film
Players	generalization	remake
Indian Space Research Organisation	generalization	agency
Bangkok Folk Museum	generalization	museum
Oedipus	generalization	tragedy
Scott Lee Peterson	generalization	prisoner
Mellorine	generalization	alternative
Memiljeon	generalization	variety
Memiljeon	generalization	specialty
Durango	generalization	states
Durango	generalization	capital
facade	generalization	side
facade	generalization	aspect
facade	generalization	importance
cheerleading uniform	generalization	outfit
mummy	generalization	skin
County	generalization	county
County	generalization	Marion
Marine art	generalization	form
Marine art	generalization	genre
Norton tradition	generalization	archaeological culture
Durgapur Government College	generalization	government college
Hakuji	generalization	porcelain
Pruno	generalization	beverage
combat knife	generalization	fighting knife
Orange Free State	generalization	precursor
Eastern Africa Standby Force	generalization	forces
Hangar 1 Vodka	generalization	brand
Kalari	generalization	cheese product
Kalari	generalization	cheese
Cumian	generalization	Shanghai cumian
Badr Organization	generalization	political party
plug	generalization	object
Melchior-Marie-Joseph de Marion-Brésillac	generalization	prelate
Beit Einun	generalization	village
Beit Einun	generalization	site
Frimout	generalization	astrophysicist
Causality	generalization	relation
Causality	generalization	relation
Causality	generalization	factor
Jagannath	generalization	deity
Jagannath	generalization	stump
Phrae	generalization	provinces
Savar Kundla	generalization	city
Savar Kundla	generalization	twin city
Savar Kundla	generalization	attraction
Tout Quarry	generalization	site
Sand-skipper	generalization	mm
Tums	generalization	antacid
Tums	generalization	over-the-counter drug
Rear-engine , Rear-wheel-drive layout	generalization	component
Journey	generalization	studio album
Journey	generalization	album
Journey	generalization	album
barbell	generalization	piece
Strabane Lifford Development Commission	generalization	body
biomolecule	generalization	molecule
Ajiaco	generalization	soup
Ajiaco	generalization	dish
Ajiaco	generalization	stew
Porter County	generalization	county
Porter County	generalization	Valparaiso
Porter County	generalization	site
Mourvèdre	generalization	variety
Mourvèdre	generalization	component
Oatmeal	generalization	groats
tea	generalization	infusion
tea	generalization	kind
festivals	generalization	head
Monte Veronese	generalization	cheese
pollera	generalization	term
Jenolan Caves House	generalization	hotel
Yaonáhuac	generalization	municipality
volumetric flask	generalization	piece
Prius	generalization	hatchback
Finland	generalization	term
Farewell	generalization	film
Elophila interruptalis	generalization	moth
Elophila interruptalis	generalization	pale orange
Community of St. Mary	generalization	order of
tube	generalization	container
tube	generalization	piece
St. Ignatius of Antioch Episcopal Church	generalization	Episcopal church
Jiankou	generalization	section
Jiankou	generalization	hotspot
goat blanket	generalization	blanket
Department of Public Safety	generalization	state agency
Food processing	generalization	transformation
Anglo-Saxon Chronicle	generalization	collection
ATP-binding domain of ABC transporters	generalization	domain
diving suit	generalization	garment
Strausberg Railway	generalization	light railway
Lowenstein	generalization	singer
Halten lighthouse	generalization	lighthouse
Quakenbrück	generalization	town
Object	generalization	work
Jr.	generalization	ice hockey player
thawb	generalization	garment
thawb	generalization	word
thawb	generalization	clothing
triggering sequence	generalization	compound
Drohobych	generalization	city
Drohobych	generalization	city of oblast subordinance
chemical element	generalization	chemical substance
Manjrod	generalization	village
Manjrod	generalization	km
Manjrod	generalization	agriculture
Gongsun Sheng	generalization	fictional character
Jaude Centre	generalization	shopping mall
Museum of Rajas	generalization	folk museum
Museum of Rajas	generalization	km
Double mass analysis	generalization	approach
Mohi-ud-Din Islamic Medical College	generalization	Medical College
Oplismenus undulatifolius	generalization	species
Madalena	generalization	municipality
expendable launch system	generalization	launch system
people	generalization	measure
Molino Dam	generalization	gravity dam
Tub tim krob	generalization	Thai desserts
Small beer	generalization	ale
logarithmic spiral	generalization	curve
Chatham Naval Memorial	generalization	obelisk
Chatham Naval Memorial	generalization	feature
chimney sweep	generalization	worker
Rara	generalization	form
Tectariaceae	generalization	family
Old Town	generalization	neighborhood
Old Town	generalization	area
Church	generalization	site
Recorded Time and Other Stories	generalization	audio drama
Glen Scotia distillery	generalization	producer
Glen Scotia distillery	generalization	small town
Morall Fabillis of Esope the Phrygian	generalization	cycle
Castle	generalization	castle
R v Mavros	generalization	case
59th Infantry Regiment	generalization	regiment
Entertainment Industry Foundation	generalization	charitable organization
Brady	generalization	fictional character
Brady	generalization	bartender
Brady	generalization	bartender
Sheikh Zayed Grand Mosque	generalization	mosque
Wacky Races	generalization	animated television series
Opinel	generalization	company
Specification and Description Language	generalization	specification language
Chennai Metropolitan Development Authority	generalization	agency
Nasim Hasan Shah	generalization	president
Loulan	generalization	Chinese transcription
Monument	generalization	monument
Monument	generalization	statue
Chalboribbang	generalization	type
Chalboribbang	generalization	specialty food
logic gate	generalization	physical device
Cellulosic ethanol	generalization	biofuel
Cellulosic ethanol	generalization	type
Ukrainian Insurgent Army	generalization	October 1942
Crown gold	generalization	gold alloy
mausoleum	generalization	building
Deep Breath	generalization	episode
Corporation	generalization	main contractor
Corporation	generalization	weapon system
Chantecler	generalization	verse play
Presbyterian Church	generalization	Calvinist
variable capacitor	generalization	capacitor
Cape Elizabeth Light	generalization	lighthouse
Piada Italian Street Food	generalization	restaurant chain
Piada Italian Street Food	generalization	co-founder
Glaucoma	generalization	risk factor
interstellar medium	generalization	matter
interstellar medium	generalization	interstellar radiation field
Shrine of the Most Blessed Sacrament	generalization	shrine
Ashkelon National Park	generalization	national park
San Agustin de Laredo Historic District	generalization	historical district
Fresno	generalization	rock band
Otter	generalization	common name
Otter	generalization	branch
Parla	generalization	municipality
Point	generalization	point
Cançoner Gil	generalization	chansonnier
Shompen	generalization	mispronunciation
Philippine National Police	generalization	national police force
Modigliani	generalization	film
Fetal-maternal haemorrhage	generalization	loss
Aerola Alatus	generalization	mid-wing
West Rock Ridge	generalization	ridge
tomb	generalization	places
Chatty Cathy	generalization	doll
Church	generalization	church in
Abici	generalization	manufacturer
Golfo-Dulce Anole	generalization	lizard
s	generalization	ornithopter
cathode ray tube	generalization	vacuum tube
Model robots	generalization	area
211th Military Police Battalion	generalization	unit
211th Military Police Battalion	generalization	Viam
Żurrieq	generalization	towns
MS 1467	generalization	manuscript
MS 1467	generalization	manuscript
MS 1467	generalization	manuscripts
MS 1467	generalization	MS 1467
Oksusu cha	generalization	infusion
ritual of oak and mistletoe	generalization	religious ceremony
ritual of oak and mistletoe	generalization	passage
Medway Av8R	generalization	ultralight trike
tehsildar	generalization	officer
tehsildar	generalization	origin
FED	generalization	rangefinder camera
Boss Hoss Cycles	generalization	manufacturer
Artificial muscle	generalization	generic term
Kishka	generalization	kaszanka
Hubbard v Vosper	generalization	case
Piotrków Trybunalski	generalization	city
Piotrków Trybunalski	generalization	capital
hei matau	generalization	bone
Volcanology of Io	generalization	scientific study
Cricket	generalization	doll
Apotex	generalization	corporation
Apotex	generalization	producer
Podesva Trener	generalization	ultralight aircraft
Wounds	generalization	drama film
Warwick Vase	generalization	vase
Warwick Vase	generalization	second century CE
Squadron	generalization	Force unit
box wine	generalization	wine packaged
point	generalization	debate
Parsons table	generalization	square
KBE	generalization	civil servant
Rathfarnham	generalization	suburb
Slavink	generalization	dish
Visva-Bharati University	generalization	Govt
Egg rolling	generalization	game played
Wisteria Island	generalization	uninhabited island
Riser clamp	generalization	device
Oecomys trinitatis	generalization	species
Össur	generalization	global company
Constructal law	generalization	theory of
Constructal law	generalization	word
Technical University of Kenya	generalization	Public University
Technical University of Kenya	generalization	Technical University
Bolivian Evangelical Lutheran Church	generalization	denomination
carriage	generalization	wheeled vehicle
Sophia	generalization	theme
Sophia	generalization	term
Sophia	generalization	figure
Skyrunning	generalization	Federation
Kuda Lumping	generalization	dance
Church of Nativité-de-la-Sainte-Vierge-d'Hochelaga	generalization	church in
Church of Nativité-de-la-Sainte-Vierge-d'Hochelaga	generalization	Street
Bushcaddy R-120	generalization	kit aircraft
Bushcaddy R-120	generalization	development
Cathedral	generalization	church in
durian	generalization	species
National Football League Players Association	generalization	labor organization
Safonovo	generalization	town
Saticoy	generalization	town
Saticoy	generalization	industrial area
Bantay	generalization	municipality
Kweku Anno	generalization	engineer
Luonnotar	generalization	deals
Rehweiler	generalization	Ortsgemeinde
Cantius Stele	generalization	stele
nigra	generalization	shrub
Cobangbang Ancestral House	generalization	house
Stumpfwald	generalization	Eisbach
Langkasuka	generalization	debate
League	generalization	panel game
Harappa	generalization	archaeological site
Pig milk	generalization	milk
hermeneutic	generalization	theory
hermeneutic	generalization	social class
hermeneutic	generalization	idea
American historic carpentry	generalization	historic methods
Luxembourg War Cross	generalization	military decoration
coupling	generalization	device
Little Bit Longer	generalization	third studio album
Barnett formula	generalization	mechanism
croustade	generalization	term
bad debt	generalization	amount owed
Dry cleaning	generalization	process
Dry cleaning	generalization	tetrachloroethylene
BeadforLife	generalization	program
Pewee Valley Confederate Cemetery	generalization	site
Pewee Valley Confederate Cemetery	generalization	monument
Pewee Valley Confederate Cemetery	generalization	cemetery
Nestlé Purina PetCare Company	generalization	division
Myaungmya District	generalization	district
Buddy L	generalization	brand
Archer	generalization	professor
half sovereign	generalization	gold coin
Act	generalization	Act
Act	generalization	law
Rosamund Felsen Gallery	generalization	art gallery
Silphium perfoliatum	generalization	species
Silphium perfoliatum	generalization	perennial
sport kite	generalization	kite
gambeson	generalization	jacket
Timothy C. May	generalization	writer
Department of Labor and Workforce Development	generalization	governmental agency
Department of Labor and Workforce Development	generalization	departments
Stumpy Tower	generalization	gaol
firelog	generalization	log
Arianism	generalization	teaching
AAC Seastar Sealoon	generalization	flying boat
Tilkiler Cave	generalization	cave
Pelz	generalization	coach
dhyāngro	generalization	frame drum
Făgăraș	generalization	city
Tsundur Massacre	generalization	event
Tsundur Massacre	generalization	village
Adventures	generalization	television show
Regulatory Authority	generalization	organization
Single Malt Whiskey	generalization	single malt whiskey
Chełmno land	generalization	historical region
Chełmno land	generalization	Toruń
Chełmno land	generalization	Pomerania
Bajaur casket	generalization	reliquary
mouthpiece	generalization	determinant
Emmanuel Habyarimana	generalization	soldier
Magdeburg-Wittenberge railway	generalization	line in
Magdeburg-Wittenberge railway	generalization	lines
village	generalization	community
village	generalization	little town
Oleandrin	generalization	cardiac glycoside
swift	generalization	breeding bird
Socjologiczne	generalization	professional organization
Zürich	generalization	largest city
Zürich	generalization	hub
Kilbrittain	generalization	R600 road
Kilbrittain	generalization	castle
Wild bergamot	generalization	wildflower
Wild bergamot	generalization	perennial
508th Aerospace Sustainment Wing	generalization	wing
Worldwide Ultralite Clipper	generalization	ultralight aircraft
chili pepper	generalization	fruit
Hobart Cenotaph	generalization	monument
Hobart Cenotaph	generalization	centre
Altar de Sacrificios	generalization	center
Clifton Campville	generalization	village
Neolentinus ponderosus	generalization	species
Duval Street	generalization	street
Duval Street	generalization	mile
Moseley v. V Secret Catalogue , Inc.	generalization	decision
Jorge	generalization	island
Jorge	generalization	island
Hygrophorus agathosmus	generalization	species
Osogovo	generalization	mountain
Butzweilerhof	generalization	civil airport
OSV Hannover	generalization	German association football club
Gießen railway station	generalization	main railway station
Gießen railway station	generalization	historic landmark
pambai	generalization	pair
Landjäger	generalization	sausage
Bustos	generalization	second class
North Dakota	generalization	39th state
North Dakota	generalization	Bismarck
North Dakota	generalization	most extensive
Lycoperdon perlatum	generalization	species
Lycoperdon perlatum	generalization	puffball
rajão	generalization	stringed instrument
sworn enemy	generalization	antagonist
Dawood Hercules Corporation Limited	generalization	holding company
Carolyn Leonhart	generalization	singer
Bahrain	generalization	island country
Bahrain	generalization	archipelago
Serenity Rose	generalization	comic
Serenity Rose	generalization	story
Serenity Rose	generalization	American witches
Yassin M. Aref	generalization	resident
London Buses route 43	generalization	Transport for London
Palace of the Argentine National Congress	generalization	building
Palace of the Argentine National Congress	generalization	National Historic Landmark
Bwisagu	generalization	festival
Bwisagu	generalization	word
It	generalization	sequel
Angel	generalization	film
Palazzo Pubblico	generalization	palace
Palazzo Pubblico	generalization	example
Palazzo Pubblico	generalization	medieval architecture
Palazzo Pubblico	generalization	stone
Seminary	generalization	seminary
Morning News	generalization	online magazine
Hwang Woo-suk	generalization	veterinarian
golden jackal	generalization	native
golden jackal	generalization	species
Benjamin Stephenson House	generalization	home
Wuhu	generalization	prefecture-level city
Cold-formed steel	generalization	term
Ectoplasm	generalization	term
Macedonian Revolutionary Organization	generalization	major parties
Macedonian Revolutionary Organization	generalization	party
Cross brace	generalization	connecting
shotgun slug	generalization	lead
lophophore	generalization	organ
Fender Telecaster Plus	generalization	variant
Waste management	generalization	generation
bag charm	generalization	piece of jewellery
Emblem	generalization	novel
Malabang	generalization	municipality
Malabang	generalization	municipalities
